path,action,target,note,batch
/en/the-5-most-popular-neighborhoods-to-buy-property-in-berlin,410,,legacy / no equivalent,now
/en/properties-feed/moabit-huttenstr-71-40,410,,legacy / no equivalent,now
/55543290019.htm,410,,legacy / no equivalent,now
/de/entdecken-sie-berlins-verborgene-orte,410,,legacy / no equivalent,now
/mypage/recommendation_by_ai,410,,legacy / no equivalent,now
/area/wedding,410,,legacy / no equivalent,now
/de/category/lebensstil-in-berlin/page/3,410,,legacy / no equivalent,now
/de/state/deutschland/page/2,410,,legacy / no equivalent,now
/en/places-for-sweets-lovers-in-berlin,410,,"legacy, no equivalent",now
/98029222209.htm,410,,legacy / no equivalent,now
/mypage/favorite_products,410,,legacy / no equivalent,now
/70439191309.htm,410,,legacy / no equivalent,now
/98029243954.htm,410,,legacy / no equivalent,now
/de/area/lichtenberg-de,410,,legacy / no equivalent,now
/70439118304.htm,410,,legacy / no equivalent,now
/7812875100.htm,410,,legacy / no equivalent,now
/5554325957.htm,410,,legacy / no equivalent,now
/99981187427.htm,410,,legacy / no equivalent,now
/http://www.sweet-home.co.il/en/area/wedding-en,410,,legacy / no equivalent,now
/en/area/wedding-en,410,,"legacy, no equivalent",now
/en/real-estate-in-germany-land-tax-new-law-2,410,,legacy / no equivalent,now
/de/properties-feed/wedding-fehmarnerstr-22-39,410,,legacy / no equivalent,now
/en/properties-feed/moabit-huttenstr-71-7,410,,legacy / no equivalent,now
/en/real-estate-prices-in-berlin-2022-statistics-evolution,410,,legacy / no equivalent,now
/999819093.htm,410,,legacy / no equivalent,now
/99981338946.htm,410,,legacy / no equivalent,now
/de/finanzierungsmoglichkeiten-fur-den-auslandischen-investor-old,410,,legacy / no equivalent,now
/http://www.sweet-home.co.il/default.asp,410,,legacy / no equivalent,now
/en/real-estate-in-germany-land-tax-new-law-2,410,,legacy / no equivalent,now
/de/orte-fuer-suessigkeitenliebhaber-in-berlin,410,,legacy / no equivalent,now
/en/places-for-sweets-lovers-in-berlin,410,,"legacy, no equivalent",now
/en,410,,legacy / no equivalent,now
/78128122197.htm,410,,legacy / no equivalent,now
/content-hub/index.php,410,,legacy / no equivalent,now
/es/blog/the-exit-plan-rule-the-real-estate-principle-that-protects-every-buyer,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-why-service-charges-quietly-decide-your-real-return,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-hidden-cost-of-cheap-why-the-lowest-price-often-becomes-the-most-expensive-home,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-60-minute-rule-how-to-know-if-a-property-is-a-good-buy-before-you-fall-in-love,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/super-profitables-mfh-am-s-bahn-tegel-mit-20-we-2-ge,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/charmante-3-zimmer-wohnung-mit-balkon-im-1-og-im-beliebten-berliner-stadtteil-moabit,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/geraumige-3-zimmer-wohnung-in-kanalnahe-in-neukolln-ab-sofort-bezugsfertig,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/when-renovating-creates-value-and-when-it-becomes-a-trap,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/living-and-investing-in-berlin-real-prices-real-costs-real-facts,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/3-zimmer-wohnung-mit-sudbalkon-in-ruhiger-lage-von-moabit-ideal-fur-eigennutzer-oder-kapitalanleger,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-rentals-in-2026-what-tenants-actually-pay-for-and-what-they-ignore,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/sehr-gepflegtes-mfh-im-prenzlauer-berg-mit-20-we-2-gew,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/is-dubai-still-a-good-property-investment-in-2026,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-to-buy-property-that-stays-liquid-in-any-market,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-why-the-city-is-shifting-from-renting-culture-to-ownership-culture,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-germany-remains-europes-most-reliable-real-estate-market,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-berlin-compares-to-global-capitals-paris-london-zurich-tokyo,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-city-where-waiting-lists-decide-your-life,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-simplest-way-to-decide-if-a-property-is-worth-it,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-2025-the-real-estate-boom-shows-no-signs-of-slowing,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/is-berlin-still-affordable-the-real-reason-prices-are-stabilizing,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-second-homes-how-to-buy-a-place-you-love-without-losing-money,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-is-becoming-a-strategic-investment-hub-for-global-buyers,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-vs-cyprus-property-tax-comparison-in-2026,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buy-like-a-renter-and-youll-rarely-regret-it,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-ai-shift-in-real-estate-why-2026-buyers-are-smarter-and-faster,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-2026-the-lock-in-effect-explained,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-in-2026-the-micro-location-rule-that-decides-everything,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-and-cyprus-how-to-buy-when-travel-is-less-predictable,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-launch-hype-is-losing-to-livability,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-why-the-market-is-entering-its-decisive-buyer-era,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-one-page-property-brief,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-the-hybrid-home-strategy-2,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-permanent-residency-planning-without-the-confusion,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/rent-vs-buy-in-2026-the-new-decision-framework,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-2026-confidence-without-noise,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-2026-the-quiet-power-of-an-eu-lifestyle-base,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/residency-in-europe-why-real-estate-is-the-simplest-entry-point,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlins-housing-demand-an-unmatched-opportunity-for-investors,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buyers-choose-dubai-when-they-want-property-to-perform,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/germany-keeps-attracting-people-who-want-stability-not-noise,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buyers-keep-choosing-dubai-and-the-numbers-still-work,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-capital-of-micro-neighborhoods-and-long-term-demand,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-the-hybrid-home,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buy-or-rent-in-berlin-in-2025-a-clear-guide-for-long-term-thinkers,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-you-should-seriously-consider-berlin-whether-youre-moving-or-investing,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-vs-dubai-which-one-makes-more-sense-for-living-or-investing,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/paphos-the-small-city-that-quietly-became-one-of-europes-most-interesting-property-markets,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-2026-reality-real-estate-is-back-to-being-a-rate-story,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-three-bucket-strategy-how-investors-build-a-smarter-portfolio-across-countries,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-real-estate-in-2026-buyers-are-quietly-coming-back,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-street-that-never-loses,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-2026-the-supply-wave-isnt-a-disaster-its-a-filter,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-market-shift-no-one-predicted-supply-is-up-demand-is-smarter,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-berlin-became-europes-test-city-for-the-future-of-housing,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-two-same-price-units-can-perform-completely-differently,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-so-many-europeans-are-quietly-choosing-cyprus-as-their-second-home,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/what-people-only-realize-about-berlin-after-living-there-for-a-while,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-negotiation-playbook,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-property-the-rare-market-where-the-numbers-dont-change-after-you-decide-to-buy,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-in-2026-off-plan-vs-ready-property-how-smart-buyers-decide,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-property-the-one-check-that-saves-buyers-from-expensive-regret,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/germany-in-2026-the-construction-signal-everyone-misses,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buyers-who-want-a-second-home-actually-end-up-buying-in-paphos,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/living-and-investing-in-berlin-real-prices-real-costs-real-facts-2,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-berlin-still-matters-housing-trends-and-new-realities-shaping-europes-capital,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-cyprus-is-becoming-the-new-second-home-country-for-europeans-in-2026,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-the-city-that-turned-infrastructure-into-lifestyle,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-future-buyer-method,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/life-in-berlin-what-people-really-want-to-know-before-moving-to-germany,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/10-things-nobody-tells-you-about-living-in-berlin-until-youre-already-there,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/real-estate-in-cyprus-why-buyers-commit-faster-here-than-in-most-of-europe,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buying-property-in-cyprus-in-2026-the-real-answers-to-is-it-worth-it,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/so-many-buyers-choose-cyprus-for-property-and-decide-faster-than-anywhere-else,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-the-net-yield-truth,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-portfolio-map,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-handover-reality-checklist,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-building-health-test,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-cyprus-is-quietly-becoming-a-strategic-base-for-crypto-investors,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/residency-in-cyprus-through-real-estate-costs-requirements-and-what-buyers-actually-invest,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-rental-market-2025-rents-are-rising-fast-and-investors-are-taking-notice,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-rental-ready-formula,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/holiday-properties-in-cyprus-why-theyre-outperforming-traditional-segments-in-2025,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubais-next-big-shift-connectivity-is-the-new-luxury,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-germany-remains-one-of-the-safest-places-in-europe-to-buy-property,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-fastest-way-to-tell-if-a-property-makes-financial-sense,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlins-most-underrated-play-in-2026-why-moabit-keeps-winning-quietly,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/climate-energy-and-quiet-costs-the-2026-property-risk-nobody-brags-about,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-much-cash-do-i-really-need-to-buy-property-in-germany,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-the-hybrid-home-strategy,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/whats-driving-dubais-real-estate-boom-6-trends-investors-should-know,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-to-stop-impulse-buying-real-estate,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/rental-yields-in-dubai-vs-major-european-cities-a-comparative-guide,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-kiez-effect-and-why-one-street-can-change-everything,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/cyprus-2026-the-new-buyer-isnt-buying-a-holiday-theyre-buying-a-plan,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-smart-buyers-guide-to-avoiding-renovation-traps,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlins-vacancy-rate-is-practically-zero-and-thats-a-big-opportunity-for-investors,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-feels-like-the-worlds-most-functional-city,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-everyone-wants-dubai-in-2026-the-new-wave-of-property-buyers,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-new-cyprus-trend-buying-for-retirement-before-you-need-it,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-so-many-people-move-to-berlin-for-one-year-and-end-up-staying,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/buying-an-apartment-in-berlin-what-do-you-actually-need,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/paphos-is-becoming-the-mediterraneans-new-lifestyle-capital-in-2026,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/the-micro-location-advantage-that-buyers-pay-for,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/how-to-avoid-buying-a-summer-only-property,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/paphos-where-cyprus-feels-timeless-not-touristic,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/why-2026-buyers-quietly-pay-more-for-easy-living-buildings,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/attraktive-3-zimmer-wohnung-mit-balkon-aufzug-in-berlin-moabit-eigenbedarf-moglich,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/dubai-the-service-charge-reality,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/blog/berlin-the-relocation-buyer-opportunity,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties/3-zimmer-wohnung-in-schoneberg-ab-2027-zur-eigennutzung-verfugbar-3-room-apartment-in-schoneberg-available-for-owner-occupancy-from-2027,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
/es/properties-for-sale-berlin,301 (Spanish removal),,"301 to the DE or EN equivalent; if none, 410",spanish_removal
